# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.6.1
#@/tick	211804
#@/user_id	linux
a 	啊	c=456 d=1.87061 t=211804
li ji zhu yi 	利己主義	c=1 d=0.0193512 t=211804
li jia 	李家	c=0 d=0.1 t=181316
li jia hui 	李家惠	c=1 d=1 t=181317
li jian 	離間	c=2 d=1.29222e-16 t=211804
li jiao 	禮教	c=2 d=0.399528 t=211804
li jie 	理解	c=52 d=0.181913 t=211804
li jie 	禮節	c=2 d=9.30778e-10 t=211804
li jie de 	理解的	c=1 d=1.73054e-12 t=211804
li jie ei 	理解誒	c=1 d=2.29715e-49 t=211804
li jie le 	理解了	c=5 d=0.000970611 t=211804
li jie qi lai 	理解起來	c=1 d=3.78426e-10 t=211804
li jie qi lai 	裏接起來	c=1 d=3.76539e-10 t=211804
li jie wei 	理解爲	c=1 d=1.06807e-10 t=211804
li jing 	歷經	c=1 d=0.000485661 t=211804
li jiu mi xin 	歷久彌新	c=1 d=1 t=178356
li kai 	離開	c=19 d=1.02966 t=211804
li ke 	利克	c=1 d=4.35562e-76 t=211804
li ke 	立刻	c=6 d=0.071719 t=211804
li lai 	歷來	c=1 d=1 t=185812
li lan xu 	裏攔蓄	c=1 d=3.06111e-15 t=211804
li lao shi 	李老師	c=5 d=0.04573 t=211804
li li zai mu 	歷歷在目	c=1 d=0.0254765 t=211804
li lian 	歷練	c=1 d=6.80081e-24 t=211804
li liang 	力量	c=11 d=3.22474e-10 t=211804
li lun 	理論	c=231 d=0.793933 t=211804
li lun bao gao tuan 	理論報告團	c=1 d=1 t=191620
li lun bu 	理論部	c=21 d=7.58584e-09 t=211804
li lun ceng mian 	理論層面	c=1 d=7.16435e-19 t=211804
li lun fang mian 	理論方面	c=1 d=8.85384e-10 t=211804
li lun fang xiang 	理論方向	c=1 d=2.24127e-24 t=211804
li lun he xin 	理論核心	c=1 d=0.0137049 t=211804
li lun ji chu 	理論基礎	c=2 d=2.44343e-40 t=211804
li lun ji suan ji 	理論計算機	c=3 d=0.00362464 t=211804
li lun ke 	理論課	c=1 d=5.24914e-36 t=211804
li lun shang 	理論上	c=15 d=0.00141589 t=211804
li lun shu ji 	理論書籍	c=1 d=2.15229e-18 t=211804
li lun shui ping 	理論水平	c=12 d=0.815423 t=211804
li lun ti xi 	理論體系	c=1 d=1.10495e-27 t=211804
li lun xing 	理論型	c=1 d=4.07054e-15 t=211804
li lun xue 	理論學	c=1 d=0.000155324 t=211804
li lun xue xi 	理論學習	c=31 d=0.000381575 t=211804
li lun yi jia yi 	理論一加一	c=1 d=6.05769e-45 t=211804
li lun zhi 	理論值	c=2 d=1.3182e-10 t=211804
li lun zhi dao 	理論指導	c=1 d=1 t=163186
li lun zhi shi 	理論知識	c=4 d=7.33798e-36 t=211804
li lv 	里閭	c=1 d=2.7333e-06 t=211804
li mi 	李米	c=2 d=0.000420391 t=211804
li mian 	裏面	c=39 d=0.0168973 t=211804
li mian de ren 	裏面的人	c=1 d=1 t=197945
li mian shi 	裏面是	c=1 d=0.0104621 t=211804
li ming 	李明	c=0 d=0.0113042 t=211804
li ming shang 	李明尚	c=1 d=0.113608 t=211804
li nian 	理念	c=9 d=0.00323088 t=211804
li nu shi bo yi le 	裏怒視博弈了	c=1 d=9.79333e-20 t=211804
li peng 	李鵬	c=2 d=1.99501 t=191408
li ping 	黎平	c=1 d=0.000765486 t=211804
li qi 	力氣	c=1 d=4.30963e-10 t=211804
li qian na 	李千娜	c=3 d=6.15839e-11 t=211804
li qing 	釐清	c=3 d=0.0020396 t=211804
li qu 	離去	c=1 d=0.305746 t=211804
li ren 	歷任	c=3 d=4.06929e-52 t=211804
li ru 	例如	c=13 d=1.07047e-07 t=211804
li run 	利潤	c=3 d=2.99996e-05 t=211804
li run lv 	利潤率	c=1 d=1 t=190947
li san 	離散	c=15 d=0.000272065 t=211804
li san dian 	離散點	c=4 d=9.90073e-68 t=211804
li san hua 	離散話	c=1 d=1 t=202412
li san liang 	離散量	c=2 d=8.53733e-41 t=211804
li san shu xue 	離散數學	c=4 d=1.80583e-12 t=211804
li san xing 	離散性	c=3 d=4.86545e-34 t=211804
li shi 	歷史	c=83 d=0.88692 t=211804
li shi ji lu 	歷史記錄	c=2 d=2.49449e-10 t=211804
li shi jing yan 	歷史經驗	c=1 d=1.94112e-09 t=211804
li shi shi jian 	歷史事件	c=1 d=1.84645e-09 t=211804
li shi su ming 	歷史宿命	c=2 d=2.27949e-05 t=211804
li shi tiao jiao 	歷史調教	c=1 d=1 t=168554
li shi xi 	歷史系	c=1 d=1 t=184680
li shi xu wu zhu yi 	歷史虛無主義	c=2 d=9.33157e-40 t=211804
li shi yi yi 	歷史意義	c=1 d=4.36718e-19 t=211804
li shi zhou qi 	歷史週期	c=1 d=1 t=191210
li shi zhou qi lv 	歷史週期律	c=1 d=1 t=169051
li shu 	隸屬	c=1 d=2.33878e-25 t=211804
li si 	利斯	c=1 d=1 t=200195
li su li 	李素麗	c=1 d=0.00324708 t=211804
li suo dang ran 	理所當然	c=1 d=2.97722e-41 t=211804
li ta 	利他	c=1 d=1 t=207508
li ti 	例題	c=4 d=0.00125578 t=211804
li ti 	離題	c=1 d=5.51058e-49 t=211804
li ti gan 	立體感	c=1 d=0.000515692 t=211804
li wai 	例外	c=1 d=5.312e-30 t=211804
li wei tan 	利維坦	c=1 d=1 t=157275
li wo 	離我	c=1 d=1 t=197299
li wu 	禮物	c=2 d=0.00560061 t=211804
li xi te 	利希特	c=1 d=1 t=206390
li xian 	離弦	c=1 d=1 t=205198
li xian 	離線	c=18 d=3.66195 t=211804
li xian dui zhan 	離線對戰	c=1 d=0.336216 t=211804
li xian dui zhang 	離線隊長	c=1 d=0.822835 t=211804
li xian ji 	歷險記	c=1 d=2.92492e-09 t=211804
li xian nian 	李先念	c=1 d=1 t=173271
li xian tuo guan 	離線託管	c=17 d=3.31024 t=211804
li xiang 	理想	c=20 d=0.0623495 t=211804
li xiang lin 	李相霖	c=4 d=1.53481e-40 t=211804
li xiang qi ti 	理想气體	c=2 d=1.26614e-11 t=211804
li xiang xin nian 	理想信念	c=1 d=8.59655e-16 t=211804
li xiang zhu yi 	理想主義	c=9 d=0.0211736 t=211804
li xiao 	離校	c=1 d=2.49415e-17 t=211804
li xie de 	裏寫的	c=1 d=0.0197421 t=211804
li xin 	離心	c=1 d=7.28749e-43 t=211804
li xing 	例行	c=1 d=9.33952e-50 t=211804
li xing 	力行	c=0 d=0.1 t=196343
li xing 	理性	c=4 d=0.0695994 t=211804
li xing she 	力行社	c=1 d=1 t=196344
li yan 	立言	c=1 d=6.01499e-50 t=211804
li yang 	李陽	c=0 d=0.1 t=183033
li yang kun 	李陽菎	c=1 d=1 t=183034
li yi 	利益	c=6 d=0.00315111 t=211804
li ying 	理應	c=1 d=0.298197 t=211804
li yong 	利用	c=66 d=0.319881 t=211804
li yong lv 	利用率	c=4 d=1.37638e-23 t=211804
li yong yi xi lie 	利用一系列	c=1 d=1.73857e-36 t=211804
li you 	理由	c=7 d=7.70109e-16 t=211804
li yu 	利於	c=2 d=2.3696e-32 t=211804
li yu 	李漁	c=1 d=0.869358 t=211804
li yuan 	梨園	c=2 d=0.332259 t=211804
li yue ru 	李玥儒	c=4 d=1 t=181316
li zhang 	里長	c=0 d=0.1 t=181447
li zhang ji 	里長計	c=1 d=1 t=181448
li zhao ji 	李兆基	c=3 d=1 t=181449
li zhen yu 	李振宇	c=7 d=1 t=206353
li zheng yuan 	李正遠	c=8 d=1.45431 t=211804
li zhi 	理智	c=1 d=5.67955e-22 t=211804
li zhi 	禮治	c=4 d=3.07919e-11 t=211804
li zhi 	立志	c=2 d=0.970446 t=211804
li zhi 	離職	c=2 d=3.67616e-13 t=211804
li zhi shu 	李支書	c=1 d=1 t=170863
li zi 	例子	c=42 d=0.00904991 t=211804
li zi 	粒子	c=1 d=0.0430669 t=211804
li zi cheng 	李自成	c=3 d=8.81118e-12 t=211804
li zu 	立足	c=1 d=0.008396 t=211804
lia 	倆	c=6 d=1 t=189146
lia ge 	倆個	c=1 d=1.38276e-49 t=211804
lia ge ge 	倆個個	c=1 d=1.3897e-48 t=211804
lian 	練	c=2 d=3.83088e-07 t=211804
lian 	臉	c=3 d=3.2398e-06 t=211804
lian 	連	c=9 d=1.75184 t=211804
lian 	鏈	c=5 d=0.00905507 t=211804
lian ai 	戀愛	c=4 d=2.27962e-31 t=211804
lian ai guan 	戀愛觀	c=1 d=1 t=197502
lian biao 	鏈表	c=26 d=0.280936 t=211804
lian bu shang 	連不上	c=1 d=2.0536e-54 t=211804
lian chan 	聯產	c=1 d=1 t=167826
lian ci 	連詞	c=2 d=1 t=199548
lian ci zao ju 	連詞造句	c=1 d=1 t=177341
lian da 	連答	c=1 d=1 t=176097
lian dai 	連帶	c=1 d=1.17284e-52 t=211804
lian dai zhe 	連帶着	c=1 d=7.03467e-10 t=211804
lian dao 	連到	c=1 d=1.63254e-31 t=211804
lian du 	連讀	c=4 d=3.45856e-10 t=211804
lian ge 	連個	c=1 d=2.90875e-32 t=211804
lian guan 	連貫	c=2 d=0.119398 t=211804
lian hao 	練好	c=1 d=5.34754e-78 t=211804
lian he 	聯合	c=23 d=0.0138427 t=211804
lian he ci zu 	聯合詞組	c=2 d=1.00154 t=195029
lian he du shu hui 	聯合讀書會	c=1 d=1 t=191712
lian he guo 	聯合國	c=1 d=1 t=173664
lian he hui 	聯合會	c=1 d=1 t=209878
lian he kang ri 	聯合抗日	c=1 d=1 t=184992
lian he pei yang 	聯合培養	c=1 d=4.42474e-26 t=211804
lian huan 	聯歡	c=3 d=1.92725 t=184678
lian ji 	聯機	c=3 d=7.54443e-35 t=211804
lian jia 	廉價	c=1 d=5.62896e-05 t=211804
lian jie 	連接	c=46 d=0.160414 t=211804
lian jie 	鏈接	c=32 d=1.48532 t=211804
lian jie ci 	連接詞	c=1 d=1 t=193664
lian jie qi 	鏈接器	c=7 d=1.39758 t=211804
lian jie tu 	連接圖	c=2 d=5.57251e-24 t=211804
lian jie xing 	連接性	c=1 d=7.56041e-05 t=211804
lian jin 	鍊金	c=1 d=1.0885e-27 t=211804
lian kan 	連看	c=1 d=0.000257369 t=211804
lian le 	練了	c=0 d=4.98125e-09 t=211804
lian le lian 	練了練	c=1 d=4.68687e-56 t=211804
lian lian 	練練	c=0 d=1.68748e-39 t=211804
lian lian shou 	練練手	c=1 d=1.69593e-38 t=211804
lian lu 	鏈路	c=5 d=1.47062e-08 t=211804
lian lu ceng 	鏈路層	c=1 d=2.57895e-28 t=211804
lian luo 	聯絡	c=9 d=0.0135686 t=211804
lian luo qun 	聯絡羣	c=3 d=3.19645e-24 t=211804
lian mang 	臉盲	c=1 d=4.8091e-06 t=211804
lian meng 	聯盟	c=1 d=0.1 t=187970
lian meng dai cai 	連蒙帶猜	c=1 d=1 t=170411
lian mian ci 	連綿詞	c=1 d=1 t=189152
lian qin 	練琴	c=8 d=0.000123721 t=211804
lian qin ka 	練琴卡	c=3 d=7.51657e-07 t=211804
lian ren 	戀人	c=1 d=1 t=197621
lian sai 	聯賽	c=1 d=0.0196437 t=211804
lian shang 	臉上	c=1 d=0.000231716 t=211804
lian shang 	鏈上	c=4 d=0.00023056 t=211804
lian shi 	鏈式	c=4 d=0.000166308 t=211804
lian shou 	聯手	c=1 d=4.36643e-17 t=211804
lian si ji 	連斯基	c=1 d=1 t=180346
lian tong 	聯通	c=7 d=7.4398e-10 t=211804
lian tong 	連通	c=7 d=0.0693733 t=211804
lian tong pi 	戀童癖	c=1 d=4.26529e-06 t=211804
lian tong xing 	連通性	c=1 d=4.08442e-55 t=211804
lian tong zhi 	連通支	c=1 d=1.16097e-50 t=211804
lian wang 	聯網	c=0 d=0.199501 t=167798
lian xi 	練習	c=18 d=0.049112 t=211804
lian xi 	聯繫	c=87 d=0.196912 t=211804
lian xi ba 	聯繫吧	c=1 d=5.35062e-26 t=211804
lian xi fang shi 	聯繫方式	c=6 d=3.93121e-17 t=211804
lian xi guo 	聯繫國	c=1 d=3.27291e-08 t=211804
lian xi qi 	聯繫其	c=1 d=0.360595 t=211804
lian xi ren 	聯繫人	c=2 d=2.06847 t=177381
lian xi ti 	練習題	c=1 d=6.14591e-68 t=211804
lian xia 	鏈下	c=1 d=6.84444e-11 t=211804
lian xia qu 	練下去	c=2 d=1.9802 t=209111
lian xian 	連線	c=3 d=2.23427e-09 t=211804
lian xiang 	聯想	c=4 d=2.62069e-11 t=211804
lian xu 	連續	c=47 d=0.0472108 t=211804
lian xu bu duan 	連續不斷	c=1 d=1 t=182676
lian xu fen pei 	連續分配	c=2 d=8.35555e-05 t=211804
lian yao 	煉妖	c=1 d=0.634448 t=211804
lian yao shu 	煉妖術	c=3 d=2.04019e-14 t=211804
lian yi 	漣漪	c=1 d=8.9953e-20 t=211804
lian yi xie 	連一些	c=1 d=3.5898e-07 t=211804
lian ying 	聯營	c=1 d=1 t=209884
lian zai 	連載	c=2 d=4.62289e-12 t=211804
lian zhe 	連着	c=2 d=9.55285e-51 t=211804
liang 	倆	c=6 d=0.767206 t=211804
liang 	兩	c=17 d=0.744532 t=211804
liang 	樑	c=1 d=2.18996e-75 t=211804
liang 	良	c=1 d=1.19684e-67 t=211804
liang 	量	c=40 d=0.360595 t=211804
liang bai 	兩百	c=1 d=7.49411e-19 t=211804
liang bai ju shang 	兩敗俱傷	c=1 d=5.51938e-09 t=211804
liang ban 	兩版	c=1 d=0.00355287 t=211804
liang bei 	兩倍	c=2 d=0.0437178 t=211804
liang ben shu 	兩本書	c=1 d=1 t=190851
liang bi 	量比	c=0 d=0.000115923 t=211804
liang bian 	兩邊	c=6 d=0.16696 t=211804
liang bo 	兩撥	c=0 d=1.06144e-26 t=211804
liang bo ren 	兩撥人	c=1 d=1.28812e-25 t=211804
liang bu 	兩步	c=3 d=0.715338 t=211804
liang bu fen 	兩部分	c=16 d=0.194952 t=211804
liang cang 	糧倉	c=1 d=1 t=189739
liang ce 	兩側	c=3 d=7.07234e-14 t=211804
liang ce 	良策	c=1 d=1 t=186504
liang ceng 	兩層	c=2 d=0.172045 t=211804
liang chang 	兩場	c=0 d=0.1 t=192954
liang cheng 	兩成	c=1 d=0.511709 t=211804
liang cheng 	量程	c=1 d=0.514274 t=211804
liang chu 	兩出	c=0 d=0.0240508 t=211804
liang chu 	兩處	c=2 d=5.05825e-12 t=211804
liang chu xi 	兩出戲	c=1 d=0.241714 t=211804
liang ci 	兩次	c=37 d=0.941765 t=211804
liang ci 	量詞	c=5 d=1.00046 t=203627
liang ci wei ji 	兩次危機	c=1 d=1 t=192147
liang cun 	兩寸	c=1 d=2.10752e-06 t=211804
liang cun 	量忖	c=2 d=4.12158e-06 t=211804
liang da 	兩大	c=3 d=1.99005 t=190085
liang dan yi xing 	兩彈一星	c=2 d=1.02034 t=168611
liang dao 	兩道	c=3 d=0.000363402 t=211804
liang dian 	亮點	c=2 d=0.219808 t=211804
liang dian 	兩點	c=10 d=0.218712 t=211804
liang dian guo 	兩點過	c=1 d=1.44292e-49 t=211804
liang dian zhong 	兩點鐘	c=1 d=1 t=180410
liang ding yi 	良定義	c=2 d=2.96484e-67 t=211804
liang du 	亮度	c=1 d=0.900325 t=211804
liang duan 	兩端	c=5 d=2.70725e-10 t=211804
liang dui 	兩隊	c=0 d=1.3041e-07 t=211804
liang dui lie 	兩隊列	c=1 d=1.31063e-06 t=211804
liang fang mian 	兩方面	c=7 d=1.17128e-07 t=211804
liang fen 	兩份	c=3 d=0.802519 t=211804
liang fu 	兩幅	c=1 d=1 t=190199
liang ge 	兩個	c=147 d=0.767206 t=211804
liang ge ban 	兩個班	c=1 d=1 t=192910
liang ge bu fen 	兩個部分	c=4 d=1.8692e-06 t=211804
liang ge dian 	兩個點	c=3 d=2.6e-06 t=211804
liang ge duo xiao shi 	兩個多小時	c=1 d=1.35446e-40 t=211804
liang ge duo yue 	兩個多月	c=1 d=4.5696e-52 t=211804
liang ge fang mian 	兩個方面	c=1 d=1.93276e-17 t=211804
liang ge jie duan 	兩個階段	c=1 d=7.83771e-17 t=211804
liang ge nian ji 	兩個年級	c=1 d=1 t=170552
liang ge ren 	兩個人	c=3 d=0.0442639 t=211804
liang ge shi er 	兩個事兒	c=1 d=1 t=159452
liang ge yi bai nian 	兩個一百年	c=2 d=6.54123e-07 t=211804
liang ge yu yan cheng fen 	兩個語言成分	c=1 d=1 t=171392
liang ge yuan su 	兩個元素	c=2 d=0.00211225 t=211804
liang ge yue 	兩個月	c=5 d=7.22381e-28 t=211804
liang ge zi 	兩個字	c=1 d=9.37386e-05 t=211804
liang gen 	兩根	c=1 d=1.25599e-05 t=211804
liang gu yin 	樑谷音	c=3 d=1.08341 t=211804
liang hang 	兩行	c=0 d=6.32123e-47 t=211804
liang hao 	良好	c=5 d=0.152592 t=211804
liang hua 	量化	c=2 d=1.06401e-24 t=211804
liang ji 	兩級	c=2 d=3.07321e-32 t=211804
liang ji 	兩集	c=4 d=0.0728127 t=211804
liang jian 	兩件	c=5 d=1.10687e-13 t=211804
liang jian shi 	兩件事	c=2 d=2.70841e-16 t=211804
liang jie 	兩屆	c=2 d=1.00364 t=161287
liang jie 	諒解	c=1 d=1.75784e-48 t=211804
liang ju 	兩句	c=1 d=4.82714e-50 t=211804
liang juan 	兩卷	c=0 d=2.75458e-10 t=211804
liang juan shu 	兩卷書	c=3 d=0.0505395 t=211804
liang lao shi 	樑老師	c=2 d=0.154263 t=211804
liang le 	涼了	c=3 d=0.000186888 t=211804
liang lei 	兩類	c=8 d=2.22093e-05 t=211804
liang lei 	樑雷	c=1 d=0.0250972 t=211804
liang li 	亮麗	c=0 d=0.1 t=184362
liang liang 	兩兩	c=2 d=3.50057e-05 t=211804
liang liang 	涼涼	c=12 d=0.000992781 t=211804
liang liang ji jiao 	兩兩計較	c=1 d=8.17173e-08 t=211804
liang lun 	兩輪	c=1 d=1 t=175908
liang men 	兩門	c=1 d=0.000127168 t=211804
liang men ke 	兩門課	c=1 d=2.86496e-30 t=211804
liang mian 	兩面	c=1 d=0.0278757 t=211804
liang mian pai 	兩面派	c=1 d=1 t=183403
liang ming 	兩名	c=5 d=1.15899e-30 t=211804
liang nan 	兩難	c=1 d=1.94641e-41 t=211804
liang nian 	兩年	c=7 d=2.65859e-37 t=211804
liang nian duo 	兩年多	c=1 d=2.41837e-07 t=211804
liang pai 	兩派	c=1 d=0.1 t=185592
liang pian 	兩篇	c=14 d=0.481909 t=211804
liang pian lun wen 	兩篇論文	c=1 d=4.52321e-79 t=211804
liang qian duo 	兩千多	c=1 d=1.26049e-47 t=211804
liang qiang 	踉蹌	c=1 d=3.32736e-55 t=211804
liang ren 	兩人	c=9 d=0.179964 t=211804
liang ri 	兩日	c=1 d=1 t=209438
liang san 	兩三	c=6 d=0.000495472 t=211804
liang san ci 	兩三次	c=1 d=1 t=159090
liang san dao 	兩三道	c=1 d=1 t=172431
liang san ge yue 	量三個月	c=1 d=1 t=183506
liang san zhou 	兩三周	c=3 d=2.02072 t=163084
liang shen ding zuo 	量身定做	c=1 d=4.12855e-05 t=211804
liang shi 	糧食	c=14 d=7.45039e-09 t=211804
liang shou 	兩首	c=1 d=1 t=176346
liang shu ming 	梁漱溟	c=1 d=1 t=172136
liang shuang 	涼爽	c=2 d=3.6718e-08 t=211804
liang tai 	良態	c=1 d=8.00856e-06 t=211804
liang ti 	兩題	c=1 d=1 t=176098
liang tian 	兩天	c=3 d=0.00794669 t=211804
liang tiao 	兩條	c=7 d=2.43896e-13 t=211804
liang wei 	兩位	c=6 d=0.366045 t=211804
liang wei dao 	兩位導	c=1 d=1 t=165746
liang xiao jie 	兩小節	c=1 d=4.12925e-07 t=211804
liang xin 	良心	c=3 d=0.0149956 t=211804
liang xing 	良性	c=1 d=1.01788e-32 t=211804
liang xu 	良序	c=3 d=1.81427e-08 t=211804
liang yan fang guang 	兩眼放光	c=1 d=0.0072265 t=211804
liang yi 	兩億	c=1 d=1 t=200170
liang yong 	兩用	c=1 d=1 t=154805
liang yu sheng 	梁羽生	c=1 d=3.29727e-07 t=211804
liang zhang 	兩張	c=2 d=0.1 t=210065
liang zhe 	兩者	c=26 d=0.0138428 t=211804
liang zhong 	兩種	c=58 d=0.00327511 t=211804
liang zhou 	兩週	c=2 d=1.08683e-09 t=211804
liang zhou yi ci 	兩週一次	c=1 d=1 t=165067
liang zi 	量子	c=1 d=0.1 t=196682
liang zi ba quan 	量子霸權	c=1 d=1 t=196683
liang zi ji suan ji 	量子計算機	c=2 d=1.99005 t=196678
liang zu 	兩組	c=4 d=0.000191619 t=211804
liao 	了	c=3 d=0.0128093 t=211804
liao 	僚	c=1 d=1 t=196390
liao 	廖	c=1 d=1.04152e-08 t=211804
liao 	聊	c=7 d=9.25978e-09 t=211804
liao bu qi 	了不起	c=1 d=5.35335e-32 t=211804
liao cao 	潦草	c=1 d=1.16156e-57 t=211804
liao cao de 	潦草的	c=1 d=1.16738e-56 t=211804
liao dao 	料到	c=1 d=8.97055e-17 t=211804
liao dao 	聊到	c=1 d=1 t=197501
liao de 	了得	c=1 d=1.33825e-16 t=211804
liao de 	聊得	c=0 d=0.1 t=197472
liao de lai 	聊得來	c=1 d=1 t=197473
liao fa 	療法	c=1 d=1 t=186750
liao guo 	聊過	c=3 d=0.113003 t=211804
liao guo le 	聊過了	c=1 d=4.493e-59 t=211804
liao jie 	瞭解	c=115 d=0.852144 t=211804
liao jie dao 	瞭解到	c=2 d=1.58926e-10 t=211804
liao jie ei 	瞭解誒	c=1 d=9.71406e-42 t=211804
liao jie le 	瞭解了	c=3 d=0.427415 t=211804
liao jie le yi xia 	瞭解了一下	c=1 d=4.00559e-61 t=211804
liao jie yi xia 	瞭解一下	c=2 d=0.121238 t=211804
liao kao 	鐐銬	c=3 d=1.97045 t=208850
liao le 	聊了	c=0 d=9.23686e-24 t=211804
liao le liao 	聊了聊	c=1 d=0.0202419 t=211804
liao le yi hui 	聊了一會	c=1 d=9.15644e-23 t=211804
liao le yi hui er 	聊了一會兒	c=1 d=6.64533e-46 t=211804
liao le yi xia 	聊了一下	c=2 d=2.5606e-24 t=211804
liao liao 	寥寥	c=2 d=0.00130703 t=211804
liao liao 	聊聊	c=7 d=0.00279093 t=211804
liao liao wu ji 	寥寥無幾	c=1 d=7.65616e-06 t=211804
liao pei 	廖培	c=2 d=1.9802 t=161936
liao qi 	聊起	c=1 d=1 t=197353
liao ran yu xin 	瞭然於心	c=1 d=1 t=184139
liao sha a 	聊啥啊	c=1 d=9.3062e-08 t=211804
liao shang 	療傷	c=1 d=1.26401e-21 t=211804
liao sheng yu wu 	聊勝於無	c=1 d=6.18132e-18 t=211804
liao shi 	了事	c=1 d=2.78549e-52 t=211804
liao tian 	聊天	c=2 d=1.12012e-12 t=211804
liao tian ji lu 	聊天記錄	c=3 d=1.57125e-22 t=211804
liao yang yuan 	療養院	c=1 d=1 t=208823
liao yi liao 	聊一聊	c=3 d=8.48588e-40 t=211804
liao zhai 	聊齋	c=2 d=1.2222 t=211804
lie 	列	c=14 d=1.3041e-07 t=211804
lie 	洌	c=1 d=1 t=188865
lie biao 	列表	c=30 d=0.0449976 t=211804
lie biao zhong 	列表中	c=1 d=1.59391e-14 t=211804
lie bie 	劣別	c=2 d=0.0261214 t=211804
lie che 	列車	c=1 d=1.48737e-53 t=211804
lie chu 	列出	c=6 d=0.000561443 t=211804
lie feng 	烈風	c=0 d=0.0011109 t=211804
lie feng 	裂縫	c=2 d=1 t=189604
lie feng jiao 	烈風焦	c=2 d=0.0229607 t=211804
lie ju 	列舉	c=6 d=0.155147 t=211804
lie kong jian 	列空間	c=1 d=1.44986e-76 t=211804
lie man zhi 	列滿秩	c=2 d=5.00687e-68 t=211804
lie mao 	列毛	c=1 d=0.1 t=173635
lie ning 	列寧	c=18 d=5.19779e-39 t=211804
lie ning xuan ji 	列寧選集	c=2 d=1 t=172315
lie ren 	獵人	c=1 d=1.37259e-20 t=211804
lie shi 	劣勢	c=2 d=4.69436e-16 t=211804
lie shu 	列數	c=1 d=1.35381e-05 t=211804
lie wei 	列爲	c=1 d=1 t=168751
lie wu 	獵物	c=3 d=4.16528e-11 t=211804
lie xiang liang 	列向量	c=1 d=1.06909e-80 t=211804
lie xing 	烈性	c=1 d=1.31945e-26 t=211804
lie zhi 	劣質	c=3 d=8.43952e-05 t=211804
lie zhu yuan 	列主元	c=1 d=2.45568e-40 t=211804
lie zui 	咧嘴	c=1 d=2.45234e-24 t=211804
lin 	林	c=8 d=0.0808629 t=211804
lin 	臨	c=1 d=1.46075e-17 t=211804
lin 	鄰	c=1 d=1 t=182465
lin 	霖	c=2 d=2.67363e-12 t=211804
lin hui min 	林惠民	c=1 d=3.49439e-43 t=211804
lin huo 	林火	c=1 d=3.85258e-44 t=211804
lin jie 	臨界	c=6 d=5.8263e-28 t=211804
lin jie 	鄰接	c=1 d=5.78917e-41 t=211804
lin jie biao 	鄰接表	c=1 d=0.031117 t=211804
lin jie qu 	臨界區	c=15 d=1.00732e-26 t=211804
lin jin 	臨近	c=5 d=0.0837997 t=211804
lin le 	淋了	c=0 d=3.40532e-05 t=211804
lin le yi xie yu 	淋了一些雨	c=1 d=0.000342239 t=211804
lin li jin zhi 	淋漓盡致	c=1 d=5.6865e-07 t=211804
lin qiang 	林強	c=1 d=1 t=207962
lin se 	吝嗇	c=1 d=4.84489e-05 t=211804
lin shi 	臨時	c=31 d=0.109756 t=211804
lin shi bian liang 	臨時變量	c=6 d=0.000151169 t=211804
lin shi xing 	臨時性	c=1 d=8.81418e-16 t=211804
lin shi zhuang tai 	臨時狀態	c=1 d=8.66025e-44 t=211804
lin wei bu luan 	臨危不亂	c=1 d=5.9862e-23 t=211804
lin yi lian 	林憶蓮	c=2 d=1.99501 t=192332
lin zhen tuo tao 	臨陣脫逃	c=1 d=2.81846e-14 t=211804
ling 	令	c=19 d=0.108609 t=211804
ling 	另	c=12 d=0.733447 t=211804
ling 	拎	c=0 d=0.1 t=154793
ling 	鈴	c=1 d=3.70038e-11 t=211804
ling 	零	c=25 d=0.404542 t=211804
ling 	靈	c=1 d=5.64912e-47 t=211804
ling 	領	c=6 d=6.11461e-08 t=211804
ling chen 	凌晨	c=2 d=4.63866e-52 t=211804
ling chu qu 	拎出去	c=1 d=1 t=154794
ling dao 	領導	c=29 d=0.0365162 t=211804
ling dao ren 	領導人	c=6 d=1.00899e-17 t=211804
ling dao xia 	領導下	c=1 d=1 t=182315
ling dian 	零點	c=5 d=3.25261e-23 t=211804
ling du 	零度	c=2 d=1.98226e-11 t=211804
ling du 	領讀	c=2 d=1.96561 t=181780
ling gan 	靈感	c=1 d=4.17288e-13 t=211804
ling guang 	靈光	c=0 d=6.62162e-05 t=211804
ling guang yi dong 	靈光一動	c=1 d=0.000665481 t=211804
ling guo 	領過	c=0 d=0.1 t=173034
ling hui 	領會	c=1 d=1 t=177481
ling hun 	靈魂	c=1 d=1 t=207660
ling huo 	靈活	c=9 d=1.09473e-06 t=211804
ling huo xing 	靈活性	c=1 d=7.72184e-77 t=211804
ling ji dian 	零極點	c=3 d=5.39888e-14 t=211804
ling jian 	零件	c=1 d=1 t=184887
ling jiang 	領獎	c=0 d=0.1 t=172529
ling li 	靈力	c=1 d=2.65568e-20 t=211804
ling ling 	零零	c=1 d=0.0228227 t=211804
ling min 	靈敏	c=2 d=0.0817009 t=211804
ling min yu 	靈敏閾	c=3 d=0.686077 t=211804
ling pai 	令牌	c=3 d=1.04029e-10 t=211804
ling qian 	零錢	c=3 d=1 t=164105
ling qiao 	靈巧	c=1 d=7.22481e-59 t=211804
ling qu 	領取	c=5 d=1.03968e-46 t=211804
ling qu zheng shu 	領取證書	c=1 d=1 t=172578
