# Rime user dictionary
#@/db_name	hzl_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.1
#@/tick	36939
#@/user_id	linusboyle
a 	啊	c=48 d=1.87061 t=36939
shi wang 	失望	c=1 d=0.191092 t=36939
shi wei 	式微	c=0 d=1.1396e-09 t=36939
shi wei le 	是爲了	c=3 d=0.373439 t=36939
shi wen 	室溫	c=5 d=2.57384e-10 t=36939
shi wo 	使我	c=1 d=1 t=31884
shi wo 	是我	c=4 d=3.13593e-05 t=36939
shi wu 	事物	c=3 d=0.00235786 t=36939
shi wu fa 	是無法	c=1 d=0.0407622 t=36939
shi wu guan 	十五貫	c=2 d=0.0187448 t=36939
shi wu suo 	事務所	c=4 d=0.000721189 t=36939
shi xian 	事先	c=1 d=3.8901e-11 t=36939
shi xian 	實現	c=113 d=2.51661 t=36939
shi xian fang shi 	實現方式	c=2 d=1.0023 t=31613
shi xian guo 	實現過	c=1 d=3.02962e-11 t=36939
shi xian le 	實現了	c=1 d=0.000332125 t=36939
shi xian wei 	實現爲	c=1 d=2.27205e-08 t=36939
shi xian wen jian 	實現文件	c=1 d=9.70776e-05 t=36939
shi xiang 	是想	c=1 d=4.71388e-06 t=36939
shi xiang dang 	是相當	c=1 d=0.00311976 t=36939
shi xiao 	失效	c=6 d=0.00124328 t=36939
shi xie 	是些	c=1 d=1 t=31760
shi xu 	時序	c=0 d=0.1 t=30449
shi xu luo ji 	時序邏輯	c=2 d=1 t=34408
shi xu yao 	是需要	c=1 d=1 t=32915
shi yan 	實驗	c=75 d=1.97235 t=36939
shi yan bao gao 	實驗報告	c=5 d=3.17268e-06 t=36939
shi yan bu zhou 	實驗步驟	c=2 d=5.21549e-11 t=36939
shi yan liu 	實驗六	c=1 d=3.0291e-09 t=36939
shi yan mu di 	實驗目的	c=1 d=5.53461e-12 t=36939
shi yan shi 	實驗室	c=1 d=6.54215e-09 t=36939
shi yan shi 	實驗時	c=3 d=0.0992613 t=36939
shi yan shu ju 	實驗數據	c=1 d=4.49711e-11 t=36939
shi yan shu ju 	試驗數據	c=1 d=5.99557e-12 t=36939
shi yan yuan li 	實驗原理	c=2 d=1.44577e-10 t=36939
shi yan zhong 	實驗中	c=4 d=0.0702988 t=36939
shi yan zhuang zhi 	實驗裝置	c=1 d=4.44087e-10 t=36939
shi yao 	是要	c=1 d=5.02928e-62 t=36939
shi ye 	是也	c=1 d=0.00814786 t=36939
shi ye 	視野	c=0 d=1.91717e-11 t=36939
shi yi 	事宜	c=3 d=2.93635 t=30915
shi yi 	十一	c=2 d=1.09191e-05 t=36939
shi yi bu 	是一部	c=3 d=5.03039e-05 t=36939
shi yi ge 	是一個	c=2 d=0.000164106 t=36939
shi yi jie 	十一屆	c=1 d=3.43242e-09 t=36939
shi yi yue 	十一月	c=1 d=0.00228818 t=36939
shi yin wei 	是因爲	c=2 d=0.205975 t=36939
shi yong 	使用	c=78 d=0.771089 t=36939
shi yong 	實用	c=1 d=0.0244775 t=36939
shi yong 	是用	c=1 d=1 t=34540
shi yong 	試用	c=1 d=1 t=35339
shi yong 	適用	c=1 d=0.00653881 t=36939
shi yong de 	實用的	c=1 d=2.27793e-09 t=36939
shi yong fan wei 	適用範圍	c=1 d=1 t=34813
shi yong jia zhi 	使用價值	c=4 d=0.00433213 t=36939
shi yong lai 	是用來	c=1 d=1.47442e-09 t=36939
shi yong le 	使用了	c=3 d=1.40906e-05 t=36939
shi yong yu 	適用於	c=1 d=2.22668e-06 t=36939
shi yong zhe 	使用者	c=3 d=2.51057e-06 t=36939
shi yong zhi nan 	使用指南	c=1 d=1 t=29409
shi you 	室友	c=4 d=0.0134998 t=36939
shi you 	是有	c=6 d=0.142648 t=36939
shi you 	是由	c=2 d=0.00644146 t=36939
shi yu 	視閾	c=1 d=0.00115923 t=36939
shi zai 	實在	c=14 d=0.681654 t=36939
shi zai 	是在	c=4 d=3.01962e-08 t=36939
shi zai bu zhi 	實在不知	c=1 d=1 t=34358
shi zai shi 	實在是	c=6 d=0.624077 t=36939
shi zhe 	試着	c=1 d=2.56129e-06 t=36939
shi zhe yang 	是這樣	c=6 d=0.202909 t=36939
shi zhe yang mei cuo 	是這樣沒錯	c=1 d=1 t=29271
shi zheng 	實證	c=1 d=1 t=36556
shi zhi 	示值	c=1 d=0.211189 t=36939
shi zhong 	時鐘	c=1 d=1 t=34546
shi zi 	十字	c=0 d=0.1 t=28606
shi zi fu 	十字符	c=1 d=1 t=28607
shi zuo 	視作	c=0 d=3.67117e-07 t=36939
shou 	受	c=5 d=0.852144 t=36939
shou 	收	c=3 d=0.13068 t=36939
shou 	首	c=1 d=7.33946e-09 t=36939
shou bu dao 	收不到	c=1 d=1 t=30609
shou dao 	受到	c=1 d=0.066205 t=36939
shou dao 	收到	c=6 d=0.99007 t=36939
shou dao le 	受到了	c=1 d=2.45576e-11 t=36939
shou de 	熟的	c=1 d=0.130029 t=36939
shou dong 	手動	c=1 d=1 t=34600
shou dong xia 	手動下	c=1 d=1 t=28712
shou duan 	手段	c=1 d=6.54215e-09 t=36939
shou fa 	手法	c=1 d=4.22357e-08 t=36939
shou hu 	守護	c=2 d=0.0306541 t=36939
shou huan ying 	受歡迎	c=1 d=0.115903 t=36939
shou huo 	收穫	c=2 d=0.0700955 t=36939
shou huo feng fu 	收穫豐富	c=1 d=0.01649 t=36939
shou huo po feng 	收穫頗豐	c=1 d=0.0159229 t=36939
shou ji 	手記	c=1 d=1.66184e-05 t=36939
shou ji 	收集	c=5 d=0.0031042 t=36939
shou liu dan 	手榴彈	c=1 d=0.0113902 t=36939
shou lu 	收錄	c=2 d=0.00063885 t=36939
shou mai 	收買	c=1 d=0.0385808 t=36939
shou men 	守門	c=1 d=1 t=31766
shou nan zhe 	受難者	c=1 d=3.55347e-05 t=36939
shou qi 	收起	c=1 d=7.47221e-14 t=36939
shou qiang 	手槍	c=2 d=0.202404 t=36939
shou qiu 	手球	c=2 d=3.6458e-05 t=36939
shou quan 	授權	c=2 d=0.000337144 t=36939
shou ru 	收入	c=4 d=0.189191 t=36939
shou shang 	手上	c=1 d=7.4107e-05 t=36939
shou suo 	收縮	c=1 d=0.000291637 t=36939
shou wei 	收尾	c=1 d=0.0706512 t=36939
shou wei 	首尾	c=1 d=1.0788e-10 t=36939
shou xian 	首先	c=16 d=0.482462 t=36939
shou xuan xiang 	首選項	c=2 d=7.98585e-14 t=36939
shou ye 	首頁	c=1 d=0.818731 t=36939
shou yi 	收益	c=3 d=0.250525 t=36939
shou yin 	收音	c=1 d=6.91205e-09 t=36939
shou zhi 	受制	c=2 d=0.000911882 t=36939
shou zhong 	手中	c=1 d=1 t=32110
shou zi mu 	首字母	c=1 d=2.64657e-09 t=36939
shu 	數	c=13 d=0.0554696 t=36939
shu 	書	c=5 d=0.557106 t=36939
shu 	樹	c=8 d=0.0779275 t=36939
shu 	術	c=1 d=0.637628 t=36939
shu bai 	數百	c=3 d=2.89776 t=29863
shu ben 	書本	c=1 d=5.38128e-05 t=36939
shu bu jin 	數不盡	c=1 d=0.0800583 t=36939
shu chu 	輸出	c=32 d=0.677172 t=36939
shu chu guan dao 	輸出管道	c=5 d=0.00054848 t=36939
shu de 	輸得	c=0 d=0.026982 t=36939
shu de zai qing chu yi dian 	輸得在清楚一點	c=1 d=0.271173 t=36939
shu dian 	數電	c=10 d=1.00006 t=35548
shu fa 	抒發	c=1 d=0.369723 t=36939
shu ge 	數個	c=2 d=0.0119522 t=36939
shu hu 	疏忽	c=1 d=2.69958e-07 t=36939
shu ji 	書籍	c=2 d=0.000221632 t=36939
shu jia 	暑假	c=2 d=0.000761668 t=36939
shu ju 	數據	c=39 d=0.935259 t=36939
shu ju bi jiao qi 	數據比較器	c=1 d=1 t=30572
shu ju dian 	數據點	c=4 d=7.80945e-10 t=36939
shu ju gui mo 	數據規模	c=1 d=2.05548e-06 t=36939
shu ju ji 	數據集	c=1 d=1.9657e-10 t=36939
shu ju jie gou 	數據結構	c=8 d=0.675417 t=36939
shu ju ku 	數據庫	c=6 d=4.80949e-05 t=36939
shu ju xuan ze 	數據選擇	c=1 d=0.502524 t=30519
shu ju xuan ze qi 	數據選擇器	c=2 d=1.74082 t=30580
shu li 	梳理	c=0 d=1.87436e-10 t=36939
shu li mai luo 	梳理脈絡	c=1 d=1.88375e-09 t=36939
shu liang 	數量	c=5 d=0.00197421 t=36939
shu lin 	樹林	c=1 d=0.00050296 t=36939
shu lun 	數論	c=4 d=1 t=33771
shu lun 	述論	c=1 d=6.87874e-11 t=36939
shu ma 	數碼	c=0 d=0.1 t=30279
shu ma guan 	數碼管	c=1 d=1 t=30280
shu ma guan 	數馬關	c=1 d=1 t=30279
shu mian 	書面	c=1 d=1.2625e-07 t=36939
shu mu 	數目	c=9 d=0.00165621 t=36939
shu nian 	數年	c=1 d=0.0629761 t=36939
shu qi 	舒气	c=1 d=0.000750328 t=36939
shu qian 	數千	c=0 d=4.04748e-08 t=36939
shu qian 	書籤	c=2 d=1.67546e-05 t=36939
shu qian hang 	數千行	c=1 d=4.06777e-07 t=36939
shu qing shu zhong 	孰輕孰重	c=1 d=0.45612 t=36939
shu ru 	輸入	c=27 d=0.12479 t=36939
shu ru guan dao 	輸入管道	c=4 d=0.000379104 t=36939
shu ru shu chu 	輸入輸出	c=4 d=0.404542 t=36939
shu ru xu lie 	輸入序列	c=1 d=6.36523e-10 t=36939
shu ru you hua 	輸入優化	c=1 d=1.53063e-08 t=36939
shu shang 	書上	c=2 d=1.32465 t=34764
shu shi 	屬實	c=1 d=0.0328764 t=36939
shu shi 	舒適	c=1 d=2.59373e-07 t=36939
shu shi ge 	數十個	c=1 d=0.00729913 t=36939
shu shi wan 	數十萬	c=1 d=0.0862936 t=36939
shu tian 	數天	c=1 d=7.60219e-11 t=36939
shu xi 	熟悉	c=2 d=0.00104765 t=36939
shu xiang 	豎向	c=0 d=2.95331e-06 t=36939
shu xiang bi jiao 	豎向比較	c=1 d=2.96811e-05 t=36939
shu xiao shi 	數小時	c=1 d=1.27519e-07 t=36939
shu xing 	屬性	c=4 d=0.00100781 t=36939
shu xue 	數學	c=4 d=0.0572688 t=36939
shu xue ku 	數學庫	c=1 d=1 t=30179
shu xue qi wang 	數學期望	c=1 d=1 t=29336
shu xue shang 	數學上	c=1 d=0.000117979 t=36939
shu yu 	屬於	c=10 d=0.358299 t=36939
shu zhi 	數值	c=2 d=1.99989e-05 t=36939
shu zhi 	熟知	c=1 d=6.94551e-07 t=36939
shu zhi fen xi 	數值分析	c=1 d=1.95019e-05 t=36939
shu zhi gu niao 	樹枝孤鳥	c=1 d=2.91082e-11 t=36939
shu zhou 	樞軸	c=4 d=0.00850078 t=36939
shu zhuang 	樹狀	c=8 d=0.0761477 t=36939
shu zhuang shu zu 	樹狀數組	c=5 d=0.0418314 t=36939
shu zi 	數字	c=20 d=0.986077 t=36939
shu zi huo bi 	數字貨幣	c=2 d=2.5127e-10 t=36939
shu zi le 	數字了	c=1 d=1 t=31058
shu zi luo ji 	數字邏輯	c=7 d=1 t=34396
shu zi luo ji dian lu 	數字邏輯電路	c=1 d=1 t=31931
shu zi wen du ji 	數字溫度計	c=3 d=0.254478 t=36939
shu zu 	數組	c=20 d=0.470118 t=36939
shua ti 	刷題	c=1 d=1 t=31388
shua xin 	刷新	c=13 d=2.36613 t=36939
shuang 	爽	c=1 d=3.9879e-09 t=36939
shuang 	雙	c=4 d=0.173671 t=36939
shuang ceng 	雙層	c=1 d=3.12943e-10 t=36939
shuang chong 	雙重	c=2 d=9.90555e-07 t=36939
shuang dian qiao 	雙電橋	c=1 d=0.0539337 t=36939
shuang fang 	雙方	c=1 d=1 t=35072
shuang feng 	雙峯	c=1 d=1 t=30065
shuang gui zhi 	雙軌制	c=1 d=1 t=34138
shuang ji 	雙擊	c=3 d=0.0347156 t=36939
shuang jing du 	雙精度	c=1 d=1 t=36095
shuang lan 	雙欄	c=1 d=3.19982e-07 t=36939
shuang long 	雙龍	c=1 d=1.40227e-07 t=36939
shuang shou 	雙手	c=1 d=1.43406e-06 t=36939
shuang shou fu 	雙手斧	c=1 d=1.41979e-06 t=36939
shuang shuang 	雙雙	c=1 d=0.180866 t=36939
shuang yu 	雙語	c=1 d=1.99956e-05 t=36939
shui 	水	c=9 d=4.23378e-07 t=36939
shui 	睡	c=1 d=1 t=32300
shui 	誰	c=1 d=1 t=31711
shui dian 	水電	c=1 d=1 t=33985
shui guo 	水果	c=1 d=7.50456e-06 t=36939
shui hu 	水滸	c=0 d=0.0640824 t=36939
shui hu ji 	水滸記	c=1 d=0.644036 t=36939
shui jiao 	睡覺	c=1 d=1 t=32275
shui meng rou 	水夢柔	c=1 d=4.47469e-11 t=36939
shui mo 	水墨	c=1 d=0.960789 t=36939
shui ping 	水平	c=11 d=0.789155 t=36939
shui wen 	水溫	c=2 d=5.45829e-11 t=36939
shui xiu 	水袖	c=1 d=0.519442 t=36939
shui ye bu 	誰也不	c=0 d=1.6826e-05 t=36939
shui ye bu qing chu 	誰也不清楚	c=1 d=0.000169103 t=36939
shui yi 	睡意	c=1 d=0.0273237 t=36939
shui you 	誰有	c=1 d=1.14809e-07 t=36939
shui zhi dao 	誰知道	c=1 d=8.98459e-06 t=36939
shui zhi dao ne 	誰知道呢	c=1 d=0.000349153 t=36939
shui zhu 	水珠	c=1 d=0.000337144 t=36939
shun bian 	順便	c=3 d=0.031273 t=36939
shun dai 	順帶	c=2 d=0.0761584 t=36939
shun jian 	瞬間	c=3 d=0.638514 t=36939
shun song 	順頌	c=0 d=1.27519e-08 t=36939
shun song shi qi 	順頌時祺	c=2 d=2.59561e-07 t=36939
shun xu 	順序	c=7 d=0.543351 t=36939
shuo 	說	c=28 d=0.925851 t=36939
shuo ba 	說吧	c=0 d=1.95085e-10 t=36939
shuo bu ding 	說不定	c=6 d=0.390602 t=36939
shuo bu shang lai 	說不上來	c=1 d=9.6344e-05 t=36939
shuo cheng 	說成	c=1 d=0.290835 t=36939
shuo chu 	說出	c=3 d=0.188247 t=36939
shuo dao 	說到	c=3 d=0.0270051 t=36939
shuo dao di 	說到底	c=1 d=0.000542133 t=36939
shuo de 	說的	c=3 d=0.000157671 t=36939
shuo de ju ti 	說的具體	c=1 d=1.03133e-10 t=36939
shuo fa 	說法	c=3 d=0.031117 t=36939
shuo guo 	說過	c=1 d=6.5727e-05 t=36939
shuo hui lai 	說回來	c=1 d=8.85384e-10 t=36939
shuo le 	說了	c=0 d=0.000101284 t=36939
shuo le suan 	說了算	c=1 d=5.13295e-08 t=36939
shuo ming 	說明	c=20 d=0.174645 t=36939
shuo ni 	說你	c=1 d=1 t=32094
shuo qi 	說起	c=2 d=0.755784 t=36939
shuo qi lai 	說起來	c=3 d=0.00017252 t=36939
shuo shen me 	說什麼	c=1 d=0.00100276 t=36939
shuo shuo 	說說	c=2 d=1.08384e-06 t=36939
shuo ta 	說它	c=1 d=0.000102055 t=36939
shuo wo 	說我	c=2 d=1.98511 t=33076
shuo yi shuo 	說一說	c=1 d=3.34767e-09 t=36939
shuo yi xia 	說一下	c=1 d=0.153355 t=36939
si 	似	c=1 d=0.246597 t=36939
si 	四	c=6 d=0.918521 t=36939
si 	死	c=0 d=0.00153752 t=36939
si 	絲	c=1 d=6.95024e-15 t=36939
si ben 	私奔	c=1 d=0.00172074 t=36939
si bian 	思辨	c=2 d=0.00895987 t=36939
si bu 	死不	c=0 d=0.1 t=31931
si bu hui tou 	死不回頭	c=2 d=1.39653 t=32117
si chuan 	四川	c=2 d=0.00265848 t=36939
si da 	四大	c=1 d=2.64657e-09 t=36939
si da ming bu 	四大名捕	c=2 d=3.08757e-05 t=36939
si fan 	思凡	c=16 d=3.56078 t=36939
si fen zhi yi 	四分之一	c=1 d=0.00398587 t=36939
si ge 	四個	c=6 d=0.0429557 t=36939
si ge bu fen 	四個部分	c=2 d=6.60338e-05 t=36939
si ge gai nian 	四個概念	c=1 d=0.431711 t=36939
si ge man hua 	四格漫畫	c=1 d=1 t=33662
si ge xiao shi 	四個小時	c=2 d=1.26009e-06 t=36939
si hao 	絲毫	c=1 d=0.105928 t=36939
si hu 	似乎	c=10 d=0.00159641 t=36939
si ji 	四季	c=1 d=3.81884e-09 t=36939
si ji 	四集	c=1 d=0.0973335 t=36939
si ji lun hui 	四季輪迴	c=2 d=7.2926e-09 t=36939
si kao 	思考	c=6 d=0.367883 t=36939
si kao ti 	思考題	c=4 d=0.355226 t=36939
si lai xiang qu 	思來想去	c=1 d=0.00069264 t=36939
si lao dong 	死勞動	c=1 d=1.90268e-09 t=36939
si lu 	四路	c=2 d=0.00804983 t=36939
si lu 	思路	c=11 d=0.276163 t=36939
si lu gui bing 	四路歸併	c=3 d=0.00278017 t=36939
si lu pai xu 	四路排序	c=1 d=0.00382958 t=36939
si nian 	思念	c=1 d=0.00748391 t=36939
si qi 	私企	c=2 d=1.75578 t=34303
si ren 	私人	c=1 d=1 t=34268
si ri 	四日	c=0 d=0.1 t=32222
si she wu ru 	四捨五入	c=1 d=1 t=36042
si shen 	死神	c=1 d=1.64217e-12 t=36939
si shi 	四十	c=1 d=5.23575e-06 t=36939
si shi fen zhong 	四十分鐘	c=1 d=7.77187e-07 t=36939
si shi nian 	四十年	c=1 d=1.7652e-09 t=36939
si suo 	思索	c=1 d=0.000652304 t=36939
si tong 	斯通	c=0 d=0.00555762 t=36939
si wang 	死亡	c=2 d=2.26579e-05 t=36939
si wei 	四位	c=5 d=1 t=34436
si wei 	思維	c=5 d=4.88672e-07 t=36939
si wei dao tu 	思維導圖	c=1 d=1 t=36645
si wei fang shi 	思維方式	c=1 d=9.03116e-08 t=36939
si wei jia fa qi 	四位加法器	c=2 d=1.70469 t=31507
si xiang 	思想	c=11 d=0.537944 t=36939
si xiang gao du 	思想高度	c=1 d=1.16845e-08 t=36939
si xing 	死刑	c=1 d=3.72665e-06 t=36939
si yi ban 	死一般	c=1 d=1 t=36796
si ying qi ye 	私營企業	c=3 d=1.93839 t=34296
si you 	私有	c=2 d=1.70117 t=29571
si you zhi 	私有制	c=2 d=0.00241973 t=36939
si yuan 	思源	c=1 d=0.99005 t=36939
si yue 	四月	c=1 d=2.84533e-08 t=36939
si yue le 	四月了	c=1 d=1 t=29032
si yue wu ri 	四月五日	c=1 d=1 t=28444
si zhong 	四種	c=2 d=1.99625e-05 t=36939
si zi qi 	四子棋	c=4 d=1.00065 t=36351
song lai 	送來	c=1 d=8.35555e-05 t=36939
song ti 	宋體	c=2 d=1.98012 t=36939
sou 	搜	c=2 d=2.78132e-05 t=36939
sou gou 	搜狗	c=1 d=1.65811e-08 t=36939
sou ji 	蒐集	c=1 d=1 t=36731
sou suo 	搜索	c=12 d=0.0148883 t=36939
sou suo jie guo 	搜索結果	c=1 d=1.9371e-14 t=36939
su 	蘇	c=1 d=7.85265e-10 t=36939
su du 	速度	c=3 d=4.05934e-12 t=36939
su huan zhen 	素還真	c=2 d=0.0495422 t=36939
su huan zhi 	蘇煥智	c=1 d=0.0212797 t=36939
su liao 	塑料	c=2 d=0.000156643 t=36939
su lv 	速率	c=1 d=1.97556e-10 t=36939
su ming 	宿命	c=2 d=0.0306665 t=36939
su po 	蘇坡	c=0 d=2.31275e-12 t=36939
su po jie dao 	蘇坡街道	c=1 d=2.32434e-11 t=36939
su qiu 	訴求	c=2 d=0.000539429 t=36939
su ri 	素日	c=0 d=0.00466538 t=36939
su ri an 	素日按	c=1 d=0.0468877 t=36939
su she 	宿舍	c=5 d=0.000143089 t=36939
su tao 	俗套	c=1 d=0.0769192 t=36939
su wen qing 	蘇文慶	c=14 d=1.95556 t=36939
su xing 	塑型	c=1 d=0.0010333 t=36939
su xing 	塑性	c=1 d=0.00102814 t=36939
su zao 	塑造	c=7 d=0.392431 t=36939
su zao le 	塑造了	c=1 d=0.0160027 t=36939
suan 	算	c=3 d=0.0151072 t=36939
suan ba 	算吧	c=1 d=1 t=29451
suan bu shang 	算不上	c=1 d=3.86873e-05 t=36939
suan chu 	算出	c=3 d=1.0404e-10 t=36939
suan chu 	酸楚	c=1 d=1 t=33205
suan dao 	算到	c=0 d=1.19803e-09 t=36939
suan de 	算得	c=2 d=0.331426 t=36939
suan fa 	算法	c=74 d=0.538907 t=36939
suan fa jie shu 	算法結束	c=1 d=1.21321e-09 t=36939
suan fa shang 	算法上	c=2 d=3.79495e-06 t=36939
suan ji 	算計	c=1 d=2.56792e-07 t=36939
suan le 	算了	c=2 d=0.000788798 t=36939
suan qi lai 	算起來	c=1 d=2.13493e-11 t=36939
suan shi 	算是	c=9 d=0.0391639 t=36939
suan shu 	算數	c=2 d=7.33697e-05 t=36939
suan shuang 	酸爽	c=1 d=3.02859e-07 t=36939
suan yi bian 	算一遍	c=1 d=0.000413853 t=36939
suan zhun 	算準	c=1 d=0.0483156 t=36939
sui 	歲	c=1 d=0.0426384 t=36939
sui 	隨	c=11 d=0.0977834 t=36939
sui 	雖	c=1 d=1 t=32446
sui bi 	隨筆	c=1 d=1.1 t=32171
sui bi yi pian 	隨筆一篇	c=2 d=1.88692 t=32196
sui bian 	隨便	c=4 d=0.00451658 t=36939
sui fan chen 	隨凡塵	c=1 d=0.810584 t=36939
sui hou 	隨後	c=1 d=0.000587285 t=36939
sui ji 	隨機	c=17 d=0.450423 t=36939
sui ji shu xue 	隨機數學	c=8 d=1.00003 t=33595
sui ji xing 	隨機性	c=2 d=1.29523 t=35130
sui pian 	碎片	c=1 d=1.40567e-06 t=36939
sui pian hua 	碎片化	c=1 d=9.07488e-06 t=36939
sui ran 	雖然	c=34 d=0.668401 t=36939
sui ran shuo 	雖然說	c=1 d=0.187308 t=36939
sui shen 	隨身	c=1 d=0.00900478 t=36939
sui shi 	隨時	c=4 d=0.27899 t=36939
sui shi sui di 	隨時隨地	c=1 d=0.133989 t=36939
sui shou 	隨手	c=1 d=7.86896e-05 t=36939
sui shuo 	雖說	c=2 d=0.380983 t=36939
sui shuo ru ci 	雖說如此	c=1 d=2.1287e-06 t=36939
sui yi 	隨意	c=0 d=0.00243554 t=36939
sui zhe 	隨着	c=5 d=0.585669 t=36939
sui zhi 	隨之	c=2 d=0.729789 t=36939
sun hai 	損害	c=1 d=4.255e-07 t=36939
sun hai de 	損害的	c=1 d=0.0784731 t=36939
sun hao 	損耗	c=0 d=5.10561e-05 t=36939
sun huai 	損壞	c=2 d=1.07136 t=29227
suo 	所	c=7 d=0.0804781 t=36939
suo 	鎖	c=0 d=0.120805 t=35925
suo chu 	所處	c=3 d=0.00174675 t=36939
suo de 	所得	c=1 d=0.00327971 t=36939
suo dui ying 	所對應	c=1 d=3.42414e-10 t=36939
suo fang 	縮放	c=2 d=7.79915e-05 t=36939
suo jian 	縮減	c=4 d=6.45923e-06 t=36939
suo jin 	縮進	c=3 d=5.48291e-06 t=36939
suo mian dui 	所面對	c=1 d=5.70025e-06 t=36939
suo neng 	所能	c=1 d=0.279431 t=36939
suo shuo 	所說	c=5 d=0.853349 t=36939
suo sui 	瑣碎	c=1 d=0.0144424 t=36939
suo suo sui sui 	瑣瑣碎碎	c=1 d=1 t=32264
suo wei 	所謂	c=10 d=0.362402 t=36939
suo xiao 	縮小	c=2 d=9.54016e-06 t=36939
suo xie 	縮寫	c=1 d=2.8527e-09 t=36939
suo xing 	索性	c=2 d=0.00166989 t=36939
suo xu 	所需	c=3 d=0.000720915 t=36939
suo xuan 	所選	c=1 d=9.9295e-06 t=36939
suo yan 	所言	c=1 d=1.52668e-07 t=36939
suo yi 	所以	c=85 d=2.82135 t=36939
suo yi hai shi 	所以還是	c=1 d=1 t=32260
suo yi mei wen ti 	所以沒問題	c=1 d=1 t=29095
suo yin 	索引	c=3 d=0.000446085 t=36939
suo ying 	縮影	c=1 d=8.52579e-07 t=36939
suo ying gai 	所應該	c=1 d=2.11333e-09 t=36939
suo you 	所有	c=21 d=0.744532 t=36939
suo you cao zuo 	所有操作	c=1 d=1.64984e-08 t=36939
suo you ren 	所有人	c=1 d=0.000382034 t=36939
suo you shu 	所有數	c=1 d=1 t=34577
suo you yong hu 	所有用戶	c=1 d=1 t=29134
suo zhi 	所指	c=1 d=0.000564257 t=36939
ta 	他	c=49 d=1.45211 t=36939
ta 	她	c=5 d=0.433874 t=36939
ta 	它	c=35 d=0.517182 t=36939
ta de 	他的	c=3 d=0.261846 t=36939
ta de 	她的	c=1 d=0.631284 t=36939
ta de 	它的	c=1 d=3.21586e-07 t=36939
ta dou bu neng 	他都不能	c=1 d=0.0239928 t=36939
ta guo 	他國	c=1 d=3.18495e-11 t=36939
ta hai 	它還	c=0 d=2.13421e-08 t=36939
ta hai shi 	它還是	c=2 d=4.35514e-07 t=36939
ta hui 	他會	c=1 d=0.0181334 t=36939
ta hui 	它會	c=1 d=1.28224e-13 t=36939
ta mei ban fa 	它沒辦法	c=1 d=3.26446e-07 t=36939
ta men 	他們	c=9 d=0.740818 t=36939
ta men 	它們	c=11 d=0.00832103 t=36939
ta qing chu 	他清楚	c=1 d=0.0320647 t=36939
ta ren 	他人	c=1 d=3.82295e-12 t=36939
ta ren wei 	他認爲	c=1 d=0.055299 t=36939
ta shi 	他是	c=1 d=4.69037e-06 t=36939
ta shi 	它是	c=4 d=0.0224829 t=36939
ta shi fou 	他是否	c=1 d=0.000237581 t=36939
ta shi ji shang 	他實際上	c=1 d=1 t=28708
ta shuo 	它說	c=1 d=1 t=32004
ta xia yi bu 	他下一步	c=1 d=0.082085 t=36939
ta ye 	他也	c=1 d=0.0208584 t=36939
ta ye 	她也	c=1 d=0.0539337 t=36939
ta ye jiu 	她也就	c=1 d=2.14564e-11 t=36939
ta yi 	它以	c=1 d=0.000141247 t=36939
ta yi jing 	他已經	c=1 d=9.14242e-05 t=36939
ta zai 	他在	c=1 d=0.000202454 t=36939
ta zhe me shuo 	他這麼說	c=1 d=6.80682e-05 t=36939
tai 	太	c=6 d=0.000542485 t=36939
tai ben 	臺本	c=1 d=0.0026189 t=36939
tai cha 	太差	c=1 d=0.000391706 t=36939
tai chou 	太醜	c=1 d=1 t=30662
tai ci 	臺詞	c=5 d=1.48034 t=36939
tai da 	太大	c=4 d=0.19593 t=36939
tai da le 	太大了	c=2 d=1.0007 t=30196
tai deng 	檯燈	c=1 d=7.77187e-06 t=36939
tai du 	態度	c=5 d=0.0204453 t=36939
tai duo 	太多	c=7 d=0.439068 t=36939
tai duo le 	太多了	c=1 d=0.142987 t=36939
tai duo shi qing 	太多事情	c=1 d=4.25573e-09 t=36939
tai duo tai duo 	太多太多	c=1 d=6.89303e-06 t=36939
tai fu za 	太複雜	c=2 d=0.00402884 t=36939
tai ge 	太閣	c=1 d=0.965605 t=36939
tai gu 	太古	c=1 d=0.00114197 t=36939
tai guo yu 	太過於	c=3 d=0.0378169 t=36939
tai huang 	太黃	c=0 d=0.00430949 t=36939
tai huang jun 	太黃君	c=8 d=0.285086 t=36939
tai huang jun 	太黃軍	c=1 d=0.0216013 t=36939
tai ji 	太極	c=0 d=4.09805e-07 t=36939
tai jiu 	太久	c=1 d=0.0319048 t=36939
tai ka le 	太卡了	c=1 d=0.00305798 t=36939
tai kong 	太空	c=2 d=3.54582e-11 t=36939
tai kuai le 	太快了	c=2 d=1.04422e-09 t=36939
tai liao jie 	太瞭解	c=1 d=8.01128e-10 t=36939
tai man 	太慢	c=1 d=1.23452e-08 t=36939
tai mian shang 	檯面上	c=1 d=0.0263839 t=36939
tai nan le 	太難了	c=1 d=1.86533e-11 t=36939
tai qi 	擡起	c=1 d=1 t=31968
tai qi 	胎氣	c=1 d=1 t=31967
tai shao 	太少	c=1 d=2.2386e-10 t=36939
tai wan 	臺灣	c=2 d=6.82526e-06 t=36939
tai xiao 	太小	c=1 d=0.831104 t=36939
tai yang 	太陽	c=1 d=1 t=31990
tan 	彈	c=1 d=1 t=35427
